session_id,user_id,session_start,traffic_source,device_type
11829,457,2025-08-03T19:00:00Z,newsletter,desktop
11830,9939,2025-07-02T10:00:00Z,newsletter,desktop
11831,8877,2024-10-17T11:00:00Z,newsletter,mobile
11832,5691,2024-05-01T18:00:00Z,search,desktop
11833,4573,2025-01-24T03:00:00Z,search,desktop
11834,6369,2024-01-09T05:00:00Z,newsletter,desktop
11835,9132,2025-03-27T22:00:00Z,social,desktop
11836,1980,2024-03-26T06:00:00Z,direct,mobile
11837,7049,2024-04-02T23:00:00Z,search,desktop
11838,9355,2024-06-30T00:00:00Z,newsletter,mobile
11839,9119,2025-07-07T16:00:00Z,search,mobile
11840,3675,2025-02-16T16:00:00Z,newsletter,mobile
11841,2015,2024-03-24T12:00:00Z,newsletter,desktop
11842,2506,2025-12-23T18:00:00Z,social,desktop
11843,5740,2025-10-05T19:00:00Z,newsletter,mobile
11844,2563,2024-02-22T16:00:00Z,social,desktop
11845,4199,2025-04-09T20:00:00Z,newsletter,desktop
11846,5257,2024-10-28T19:00:00Z,newsletter,desktop
11847,1317,2025-04-27T01:00:00Z,direct,desktop
11848,8514,2025-01-06T21:00:00Z,newsletter,mobile
11849,4625,2025-12-12T02:00:00Z,social,mobile
11850,7654,2025-09-04T22:00:00Z,search,desktop
11851,5704,2024-01-04T22:00:00Z,search,desktop
11852,6854,2025-01-22T09:00:00Z,social,desktop
11853,5946,2025-05-11T13:00:00Z,direct,desktop
11854,4919,2025-12-03T04:00:00Z,search,mobile
11855,3617,2025-03-15T13:00:00Z,social,mobile
11856,5150,2024-07-20T20:00:00Z,direct,mobile
11857,4613,2024-02-12T05:00:00Z,social,desktop
11858,7526,2025-06-03T00:00:00Z,direct,mobile
11859,5563,2024-12-23T12:00:00Z,newsletter,desktop
11860,4064,2024-12-12T19:00:00Z,social,mobile
11861,5283,2025-09-05T10:00:00Z,social,mobile
11862,3349,2025-08-17T12:00:00Z,social,mobile
11863,8821,2025-03-14T09:00:00Z,newsletter,mobile
11864,6235,2025-07-22T21:00:00Z,social,mobile
11865,8721,2025-09-30T22:00:00Z,newsletter,desktop
11866,5460,2024-06-27T20:00:00Z,newsletter,desktop
11867,2851,2024-09-05T09:00:00Z,newsletter,desktop
11868,2776,2024-07-12T11:00:00Z,search,desktop
11869,369,2024-07-28T06:00:00Z,social,mobile
11870,9199,2025-03-22T15:00:00Z,newsletter,mobile
11871,7876,2025-06-10T03:00:00Z,newsletter,desktop
11872,5993,2024-04-19T08:00:00Z,direct,desktop
11873,5760,2025-02-09T03:00:00Z,social,desktop
11874,9520,2024-12-14T15:00:00Z,search,mobile
11875,6314,2025-05-18T11:00:00Z,direct,desktop
11876,7678,2024-11-21T07:00:00Z,direct,mobile
11877,5537,2025-09-13T22:00:00Z,direct,desktop
11878,1475,2024-06-25T19:00:00Z,search,mobile
11879,9192,2024-07-17T12:00:00Z,direct,mobile
11880,5139,2024-04-28T09:00:00Z,search,mobile
11881,8132,2025-11-08T06:00:00Z,search,mobile
11882,690,2025-08-16T08:00:00Z,direct,mobile
11883,5876,2024-04-18T14:00:00Z,social,desktop
11884,354,2025-03-02T02:00:00Z,newsletter,desktop
11885,2703,2025-11-01T20:00:00Z,direct,mobile
11886,5355,2024-03-25T12:00:00Z,social,desktop
11887,1033,2024-10-07T09:00:00Z,direct,mobile
11888,5049,2025-04-23T22:00:00Z,search,desktop
11889,6950,2025-03-26T01:00:00Z,search,desktop
11890,3926,2024-02-15T21:00:00Z,social,mobile
11891,1812,2024-09-04T09:00:00Z,social,mobile
11892,4273,2025-04-14T04:00:00Z,newsletter,mobile
11893,582,2024-01-16T00:00:00Z,social,desktop
11894,103,2024-02-25T10:00:00Z,direct,desktop
11895,8126,2024-04-14T15:00:00Z,direct,mobile
11896,9279,2024-02-14T10:00:00Z,social,desktop
11897,5850,2025-12-30T13:00:00Z,search,mobile
11898,2182,2025-07-04T12:00:00Z,search,mobile
11899,5610,2025-10-18T02:00:00Z,direct,mobile
11900,7511,2025-01-02T13:00:00Z,direct,desktop
11901,7895,2025-09-07T15:00:00Z,social,mobile
11902,9399,2024-08-25T05:00:00Z,direct,desktop
11903,6629,2024-08-04T17:00:00Z,direct,mobile
11904,4350,2025-01-15T16:00:00Z,newsletter,mobile
11905,1653,2025-03-28T03:00:00Z,direct,mobile
11906,5686,2025-09-07T07:00:00Z,social,mobile
11907,9434,2025-04-20T00:00:00Z,newsletter,desktop
11908,7857,2025-07-28T17:00:00Z,search,desktop
11909,8081,2025-11-16T05:00:00Z,social,mobile
11910,7908,2024-10-20T10:00:00Z,social,mobile
11911,8124,2024-10-21T14:00:00Z,newsletter,desktop
11912,2117,2024-12-23T05:00:00Z,newsletter,mobile
11913,611,2024-03-28T20:00:00Z,social,desktop
11914,1906,2024-10-17T00:00:00Z,social,mobile
11915,4168,2024-11-15T02:00:00Z,direct,desktop
11916,4382,2025-06-24T01:00:00Z,direct,desktop
11917,3653,2025-09-30T16:00:00Z,newsletter,desktop
11918,7404,2024-06-26T21:00:00Z,social,desktop
11919,6871,2024-01-14T09:00:00Z,social,mobile
11920,4204,2024-12-13T19:00:00Z,direct,mobile
11921,1847,2025-12-31T06:00:00Z,search,mobile
11922,8694,2025-06-14T10:00:00Z,newsletter,desktop
11923,3572,2024-10-24T10:00:00Z,search,desktop
11924,5234,2025-02-08T21:00:00Z,social,mobile
11925,3478,2024-11-01T11:00:00Z,newsletter,mobile
11926,7872,2024-12-26T07:00:00Z,direct,desktop
11927,1028,2024-08-02T05:00:00Z,social,mobile
11928,921,2025-04-22T00:00:00Z,newsletter,desktop
11929,4958,2024-10-27T23:00:00Z,social,mobile
11930,2996,2024-11-15T08:00:00Z,direct,mobile
11931,5960,2025-07-31T22:00:00Z,direct,desktop
11932,6163,2024-05-16T01:00:00Z,direct,desktop
11933,8717,2024-08-12T22:00:00Z,newsletter,mobile
11934,9276,2024-03-23T02:00:00Z,newsletter,desktop
11935,6594,2024-02-12T16:00:00Z,social,desktop
11936,4756,2024-12-29T17:00:00Z,newsletter,desktop
11937,520,2024-09-05T02:00:00Z,direct,mobile
11938,6215,2024-08-06T09:00:00Z,newsletter,desktop
11939,2704,2024-04-07T02:00:00Z,direct,mobile
11940,8707,2025-12-22T03:00:00Z,social,mobile
11941,50,2025-10-21T15:00:00Z,newsletter,mobile
11942,407,2024-03-19T22:00:00Z,newsletter,desktop
11943,1699,2025-12-26T06:00:00Z,direct,desktop
11944,2826,2024-07-17T03:00:00Z,newsletter,mobile
11945,1337,2025-01-29T08:00:00Z,newsletter,desktop
11946,3843,2024-04-22T09:00:00Z,social,desktop
11947,1302,2024-08-17T14:00:00Z,search,desktop
11948,6581,2024-01-19T11:00:00Z,direct,mobile
11949,7307,2024-01-20T08:00:00Z,newsletter,desktop
11950,8898,2025-08-01T03:00:00Z,direct,mobile
11951,663,2024-08-23T05:00:00Z,search,mobile
11952,3378,2025-08-06T14:00:00Z,direct,desktop
11953,3311,2024-09-24T21:00:00Z,search,desktop
11954,9554,2024-04-18T14:00:00Z,search,mobile
11955,2767,2025-07-25T03:00:00Z,social,desktop
11956,571,2024-09-04T15:00:00Z,search,desktop
11957,8692,2024-07-04T19:00:00Z,direct,desktop
11958,9857,2024-07-07T01:00:00Z,newsletter,desktop
11959,4683,2024-05-07T22:00:00Z,direct,desktop
11960,7044,2025-09-05T13:00:00Z,direct,mobile
11961,3690,2025-08-01T00:00:00Z,social,desktop
11962,5179,2024-10-28T19:00:00Z,social,desktop
11963,4901,2024-04-23T21:00:00Z,social,mobile
11964,4309,2024-04-23T15:00:00Z,search,mobile
11965,1002,2024-08-11T23:00:00Z,social,desktop
11966,5034,2024-11-12T21:00:00Z,social,desktop
11967,6825,2025-12-06T13:00:00Z,search,desktop
11968,8264,2024-10-04T23:00:00Z,search,mobile
11969,9304,2025-12-12T15:00:00Z,newsletter,desktop
11970,3308,2025-11-30T18:00:00Z,search,mobile
11971,2493,2025-08-26T15:00:00Z,newsletter,desktop
11972,6597,2025-12-21T13:00:00Z,social,mobile
11973,3478,2024-08-08T15:00:00Z,direct,desktop
11974,137,2024-04-14T15:00:00Z,search,desktop
11975,4264,2025-08-22T05:00:00Z,social,mobile
11976,5866,2024-12-30T06:00:00Z,newsletter,desktop
11977,2670,2024-06-06T16:00:00Z,search,desktop
11978,1957,2025-03-26T11:00:00Z,direct,mobile
11979,549,2024-09-15T07:00:00Z,social,desktop
11980,7666,2024-01-16T00:00:00Z,social,mobile
11981,5001,2024-03-14T06:00:00Z,search,mobile
11982,2169,2024-08-16T05:00:00Z,direct,mobile
11983,1243,2024-08-29T17:00:00Z,social,mobile
11984,6933,2024-10-31T09:00:00Z,newsletter,desktop
11985,7878,2025-12-24T20:00:00Z,search,desktop
11986,1226,2024-04-26T09:00:00Z,search,mobile
11987,2958,2024-07-04T07:00:00Z,direct,desktop
11988,6470,2025-09-04T08:00:00Z,search,mobile
11989,4376,2024-04-16T08:00:00Z,direct,desktop
11990,5143,2024-02-22T17:00:00Z,newsletter,desktop
11991,6829,2025-11-06T00:00:00Z,social,mobile
11992,8907,2025-07-04T21:00:00Z,newsletter,desktop
11993,2962,2024-12-20T04:00:00Z,search,desktop
11994,7971,2025-08-27T16:00:00Z,social,mobile
11995,5063,2024-01-24T08:00:00Z,newsletter,mobile
11996,2759,2024-01-09T09:00:00Z,newsletter,mobile
11997,4171,2025-06-08T17:00:00Z,search,mobile
11998,8893,2024-01-29T19:00:00Z,search,mobile
11999,4889,2024-01-25T21:00:00Z,social,desktop
12000,2964,2024-09-06T21:00:00Z,newsletter,mobile
12001,9332,2025-01-09T07:00:00Z,direct,mobile
12002,2647,2024-05-02T13:00:00Z,direct,mobile
12003,1138,2024-03-26T03:00:00Z,search,desktop
12004,2516,2025-04-24T12:00:00Z,direct,mobile
12005,507,2024-05-08T13:00:00Z,social,mobile
12006,8861,2025-11-29T16:00:00Z,direct,mobile
12007,1308,2025-07-21T06:00:00Z,search,desktop
12008,3799,2025-02-20T19:00:00Z,newsletter,desktop
12009,5832,2025-06-19T07:00:00Z,social,mobile
12010,547,2024-04-19T13:00:00Z,search,desktop
12011,7012,2025-01-27T12:00:00Z,newsletter,desktop
12012,3659,2024-06-26T16:00:00Z,newsletter,desktop
12013,9796,2024-02-03T11:00:00Z,newsletter,desktop
12014,5571,2024-11-10T02:00:00Z,direct,desktop
12015,9165,2024-04-12T15:00:00Z,newsletter,desktop
12016,2813,2025-11-05T10:00:00Z,direct,mobile
12017,5102,2025-11-25T23:00:00Z,newsletter,desktop
12018,3588,2025-06-02T20:00:00Z,search,mobile
12019,9151,2024-01-14T22:00:00Z,social,mobile
12020,7930,2024-09-04T05:00:00Z,newsletter,desktop
12021,4593,2025-05-28T16:00:00Z,social,desktop
12022,942,2024-09-16T09:00:00Z,direct,desktop
12023,2487,2025-01-02T18:00:00Z,direct,mobile
12024,5350,2025-12-22T18:00:00Z,social,mobile
12025,3758,2024-07-16T10:00:00Z,social,desktop
12026,19,2024-04-15T20:00:00Z,direct,desktop
12027,4573,2025-08-30T12:00:00Z,search,mobile
12028,3223,2024-09-07T11:00:00Z,search,desktop
12029,92,2025-09-09T12:00:00Z,search,desktop
12030,8288,2025-05-30T03:00:00Z,social,mobile
12031,5637,2024-12-23T21:00:00Z,search,mobile
12032,7373,2024-06-19T14:00:00Z,direct,mobile
12033,4321,2025-10-10T16:00:00Z,newsletter,mobile
12034,3984,2025-10-13T20:00:00Z,social,desktop
12035,8369,2024-02-04T00:00:00Z,direct,desktop
12036,7780,2025-11-16T23:00:00Z,search,desktop
12037,6719,2024-07-10T20:00:00Z,search,desktop
12038,853,2024-05-04T07:00:00Z,newsletter,mobile
12039,79,2025-09-17T17:00:00Z,direct,mobile
12040,4680,2024-08-03T03:00:00Z,social,mobile
12041,8306,2025-09-18T03:00:00Z,social,mobile
12042,2279,2024-08-01T23:00:00Z,newsletter,desktop
12043,6468,2024-01-10T13:00:00Z,search,mobile
12044,5773,2024-07-25T06:00:00Z,newsletter,mobile
12045,9901,2024-03-18T18:00:00Z,newsletter,mobile
12046,7553,2024-08-01T08:00:00Z,newsletter,mobile
12047,6099,2025-01-29T09:00:00Z,social,desktop
12048,8082,2024-09-05T03:00:00Z,newsletter,mobile
12049,7646,2024-10-29T12:00:00Z,newsletter,desktop
12050,5940,2025-09-23T14:00:00Z,social,mobile
12051,8685,2024-09-24T22:00:00Z,search,mobile
12052,2349,2024-05-15T04:00:00Z,newsletter,desktop
12053,4686,2024-03-27T07:00:00Z,social,desktop
12054,5174,2025-08-22T15:00:00Z,newsletter,desktop
12055,9486,2024-09-23T18:00:00Z,social,mobile
12056,6494,2024-05-01T12:00:00Z,search,mobile
12057,5010,2024-12-01T09:00:00Z,social,desktop
12058,6325,2024-05-27T12:00:00Z,direct,mobile
12059,5967,2025-02-11T09:00:00Z,social,desktop
12060,4626,2025-11-05T07:00:00Z,social,mobile
12061,3141,2025-08-06T04:00:00Z,newsletter,mobile
12062,4964,2025-04-05T17:00:00Z,social,mobile
12063,2591,2025-09-26T16:00:00Z,newsletter,mobile
12064,953,2024-08-17T03:00:00Z,search,mobile
12065,8860,2025-02-18T18:00:00Z,newsletter,desktop
12066,1705,2025-07-03T07:00:00Z,social,desktop
12067,5714,2025-03-27T22:00:00Z,social,mobile
12068,3673,2025-11-15T13:00:00Z,search,mobile
12069,6680,2025-12-10T15:00:00Z,search,desktop
12070,5314,2024-09-11T23:00:00Z,search,desktop
12071,1808,2025-12-07T23:00:00Z,search,desktop
12072,167,2024-07-07T08:00:00Z,newsletter,mobile
12073,3869,2025-10-31T09:00:00Z,social,desktop
12074,7424,2024-02-21T18:00:00Z,direct,mobile
12075,6120,2024-05-12T20:00:00Z,search,desktop
12076,6772,2024-05-26T06:00:00Z,newsletter,mobile
12077,2356,2025-11-13T09:00:00Z,direct,desktop
12078,4055,2025-03-08T19:00:00Z,direct,mobile
12079,3005,2025-12-30T03:00:00Z,newsletter,desktop
12080,3913,2024-06-06T20:00:00Z,search,mobile
12081,1716,2024-09-24T22:00:00Z,search,desktop
12082,8863,2025-03-24T03:00:00Z,direct,desktop
12083,6220,2024-04-11T21:00:00Z,search,desktop
12084,9459,2025-10-31T06:00:00Z,social,desktop
12085,5758,2024-03-25T23:00:00Z,social,mobile
12086,4903,2025-07-19T14:00:00Z,social,desktop
12087,7911,2025-01-01T07:00:00Z,search,mobile
12088,778,2025-12-26T19:00:00Z,newsletter,desktop
12089,8987,2025-02-19T15:00:00Z,search,mobile
12090,3738,2024-08-08T16:00:00Z,newsletter,desktop
12091,6498,2025-10-21T20:00:00Z,newsletter,desktop
12092,4780,2024-08-26T07:00:00Z,search,desktop
12093,9412,2024-05-10T14:00:00Z,search,mobile
12094,874,2025-06-18T08:00:00Z,search,desktop
12095,2332,2024-04-24T05:00:00Z,direct,desktop
12096,9131,2024-05-21T19:00:00Z,social,desktop
12097,8568,2024-08-04T13:00:00Z,direct,desktop
12098,5144,2024-12-28T04:00:00Z,social,desktop
12099,5999,2024-08-18T05:00:00Z,search,desktop
12100,8756,2025-12-29T18:00:00Z,social,desktop
12101,5862,2024-11-22T07:00:00Z,social,desktop
12102,3863,2024-06-22T00:00:00Z,social,desktop
12103,7829,2025-02-12T15:00:00Z,search,mobile
12104,1307,2024-03-02T21:00:00Z,social,mobile
12105,2098,2025-07-02T17:00:00Z,search,mobile
12106,4380,2025-11-19T19:00:00Z,newsletter,desktop
12107,7843,2025-04-13T15:00:00Z,search,mobile
12108,8529,2025-07-04T10:00:00Z,newsletter,mobile
12109,6425,2025-08-04T09:00:00Z,search,desktop
12110,2320,2024-02-27T20:00:00Z,direct,mobile
12111,9060,2025-07-14T08:00:00Z,search,mobile
12112,4882,2025-11-10T05:00:00Z,direct,desktop
12113,3600,2024-02-02T00:00:00Z,direct,desktop
12114,7766,2025-05-24T17:00:00Z,search,desktop
12115,3431,2025-01-13T12:00:00Z,direct,desktop
12116,5323,2025-06-19T12:00:00Z,newsletter,mobile
12117,8427,2024-09-07T18:00:00Z,search,desktop
12118,5049,2024-05-14T21:00:00Z,search,mobile
12119,4557,2024-06-17T20:00:00Z,newsletter,mobile
12120,6148,2024-03-28T21:00:00Z,direct,desktop
12121,6677,2025-01-11T10:00:00Z,social,mobile
12122,7917,2024-02-27T20:00:00Z,direct,mobile
12123,2760,2025-11-20T13:00:00Z,direct,mobile
12124,2368,2024-02-14T18:00:00Z,direct,desktop
12125,7265,2025-11-01T13:00:00Z,direct,desktop
12126,5729,2025-04-03T03:00:00Z,newsletter,mobile
12127,831,2024-11-28T22:00:00Z,newsletter,mobile
12128,6711,2025-09-17T20:00:00Z,newsletter,mobile
12129,3083,2025-08-05T11:00:00Z,direct,mobile
12130,1588,2024-01-14T14:00:00Z,search,mobile
12131,6288,2025-11-10T00:00:00Z,direct,desktop
12132,602,2025-05-20T07:00:00Z,newsletter,mobile
12133,6677,2024-12-22T06:00:00Z,newsletter,mobile
12134,4472,2024-11-28T13:00:00Z,search,mobile
12135,4074,2025-05-17T18:00:00Z,direct,mobile
12136,9722,2024-01-09T10:00:00Z,social,mobile
12137,4602,2025-09-19T21:00:00Z,newsletter,mobile
12138,9735,2025-12-21T18:00:00Z,search,desktop
12139,7569,2025-02-19T19:00:00Z,social,desktop
12140,1134,2024-05-24T07:00:00Z,search,desktop
12141,5730,2024-02-25T14:00:00Z,direct,mobile
12142,4659,2024-03-15T04:00:00Z,direct,desktop
12143,1622,2024-08-21T15:00:00Z,direct,desktop
12144,5603,2025-06-12T22:00:00Z,newsletter,desktop
12145,7394,2025-03-18T08:00:00Z,direct,mobile
12146,41,2024-02-04T02:00:00Z,search,mobile
12147,5968,2024-09-02T11:00:00Z,social,mobile
12148,5216,2025-03-03T06:00:00Z,newsletter,desktop
12149,7640,2025-02-10T20:00:00Z,search,desktop
12150,9832,2024-04-02T09:00:00Z,social,mobile
12151,5404,2024-10-27T16:00:00Z,social,mobile
12152,6649,2024-10-29T08:00:00Z,search,desktop
12153,5189,2024-06-03T08:00:00Z,direct,desktop
12154,4491,2024-02-14T02:00:00Z,newsletter,mobile
12155,4647,2024-07-16T13:00:00Z,newsletter,mobile
12156,7187,2024-12-09T14:00:00Z,search,mobile
12157,3161,2025-06-24T15:00:00Z,social,mobile
12158,879,2024-07-04T02:00:00Z,search,desktop
12159,2644,2024-09-20T12:00:00Z,newsletter,mobile
12160,5426,2025-01-08T02:00:00Z,search,mobile
12161,5144,2025-12-01T05:00:00Z,search,mobile
12162,9414,2024-11-26T03:00:00Z,direct,desktop
12163,8197,2025-09-27T15:00:00Z,social,desktop
12164,2899,2025-01-14T21:00:00Z,direct,mobile
12165,775,2024-03-03T17:00:00Z,search,desktop
12166,5807,2025-04-15T14:00:00Z,newsletter,mobile
12167,5660,2025-06-20T16:00:00Z,newsletter,mobile
12168,5374,2025-08-27T01:00:00Z,search,desktop
12169,674,2025-04-15T21:00:00Z,newsletter,desktop
12170,78,2025-07-13T11:00:00Z,social,desktop
12171,4306,2025-10-29T21:00:00Z,search,desktop
12172,1733,2024-05-13T13:00:00Z,newsletter,mobile
12173,6390,2024-07-13T22:00:00Z,search,mobile
12174,8683,2024-07-08T01:00:00Z,social,desktop
12175,1425,2025-12-05T00:00:00Z,social,desktop
12176,4618,2024-01-12T02:00:00Z,social,mobile
12177,9964,2024-11-24T18:00:00Z,direct,desktop
12178,2670,2024-06-14T00:00:00Z,search,mobile
12179,744,2025-07-12T15:00:00Z,direct,mobile
12180,2633,2024-12-15T01:00:00Z,search,desktop
12181,361,2025-04-30T13:00:00Z,search,desktop
12182,8368,2024-08-07T13:00:00Z,search,desktop
12183,4111,2024-05-10T11:00:00Z,social,mobile
12184,9155,2025-11-05T09:00:00Z,social,desktop
12185,8467,2025-03-03T17:00:00Z,direct,mobile
12186,8959,2025-10-18T23:00:00Z,direct,desktop
12187,1244,2025-06-10T05:00:00Z,social,desktop
12188,1620,2025-08-31T04:00:00Z,direct,mobile
12189,510,2024-08-21T12:00:00Z,newsletter,mobile
12190,223,2024-09-12T11:00:00Z,newsletter,desktop
12191,8173,2024-11-23T12:00:00Z,search,desktop
12192,838,2024-03-12T00:00:00Z,direct,mobile
12193,493,2024-05-17T20:00:00Z,newsletter,desktop
12194,3647,2024-06-20T03:00:00Z,newsletter,desktop
12195,8732,2025-05-23T03:00:00Z,newsletter,mobile
12196,6352,2025-10-19T19:00:00Z,newsletter,desktop
12197,2058,2024-12-25T12:00:00Z,direct,mobile
12198,951,2025-01-10T23:00:00Z,newsletter,desktop
12199,4957,2025-03-04T09:00:00Z,newsletter,mobile
12200,9574,2025-01-27T11:00:00Z,direct,mobile
12201,4491,2024-08-28T20:00:00Z,social,desktop
12202,3714,2025-01-23T20:00:00Z,search,mobile
12203,4409,2024-12-18T23:00:00Z,search,mobile
12204,3037,2025-06-14T22:00:00Z,newsletter,desktop
12205,9844,2024-08-29T19:00:00Z,direct,mobile
12206,7724,2025-08-19T20:00:00Z,direct,desktop
12207,2192,2025-11-16T05:00:00Z,direct,mobile
12208,7022,2024-08-08T22:00:00Z,social,mobile
12209,4022,2025-08-05T15:00:00Z,search,mobile
12210,3156,2024-03-25T05:00:00Z,search,mobile
12211,7413,2024-01-05T13:00:00Z,social,mobile
12212,576,2025-06-26T23:00:00Z,newsletter,mobile
12213,221,2025-10-23T09:00:00Z,direct,mobile
12214,4759,2025-03-04T04:00:00Z,search,mobile
12215,6609,2024-03-08T17:00:00Z,social,desktop
12216,3637,2025-01-09T18:00:00Z,social,desktop
12217,3345,2025-09-07T00:00:00Z,newsletter,desktop
12218,9125,2024-04-27T14:00:00Z,newsletter,mobile
12219,5152,2025-04-17T04:00:00Z,social,desktop
12220,8296,2025-04-17T06:00:00Z,direct,mobile
12221,3742,2024-02-27T20:00:00Z,search,desktop
12222,8639,2025-09-17T06:00:00Z,direct,mobile
12223,3488,2024-06-12T05:00:00Z,newsletter,desktop
12224,577,2024-12-18T11:00:00Z,direct,desktop
12225,3503,2025-02-20T23:00:00Z,social,desktop
12226,9835,2024-08-29T18:00:00Z,newsletter,desktop
12227,7078,2024-07-04T22:00:00Z,newsletter,desktop
12228,7252,2025-11-05T20:00:00Z,newsletter,desktop
12229,7380,2025-01-28T20:00:00Z,search,mobile
12230,5490,2024-10-19T11:00:00Z,social,mobile
12231,9812,2024-05-27T11:00:00Z,newsletter,desktop
12232,1662,2025-06-10T10:00:00Z,direct,mobile
12233,1362,2025-07-09T21:00:00Z,search,desktop
12234,7942,2025-11-26T04:00:00Z,social,desktop
12235,6942,2024-03-20T21:00:00Z,social,mobile
12236,1305,2024-02-19T23:00:00Z,search,desktop
12237,6968,2025-10-27T17:00:00Z,search,mobile
12238,8202,2025-01-20T20:00:00Z,search,mobile
12239,7718,2024-04-11T10:00:00Z,newsletter,mobile
12240,7635,2024-09-23T01:00:00Z,social,desktop
12241,4007,2025-11-22T02:00:00Z,direct,desktop
12242,9809,2025-09-10T00:00:00Z,search,mobile
12243,9861,2025-07-25T20:00:00Z,search,mobile
12244,7114,2024-02-17T17:00:00Z,search,desktop
12245,2282,2024-07-28T08:00:00Z,social,desktop
12246,9488,2025-03-12T08:00:00Z,direct,desktop
12247,6338,2024-09-20T16:00:00Z,search,mobile
12248,3447,2025-10-28T01:00:00Z,social,desktop
12249,219,2024-11-04T20:00:00Z,search,mobile
12250,6197,2025-07-07T03:00:00Z,search,mobile
12251,891,2025-06-10T09:00:00Z,direct,mobile
12252,406,2025-04-20T02:00:00Z,social,mobile
12253,199,2025-04-14T09:00:00Z,social,desktop
12254,4675,2025-08-11T00:00:00Z,newsletter,mobile
12255,6970,2025-11-10T21:00:00Z,newsletter,mobile
12256,611,2024-11-04T15:00:00Z,newsletter,mobile
12257,2618,2024-09-23T14:00:00Z,social,mobile
12258,2954,2025-07-06T16:00:00Z,newsletter,mobile
12259,2803,2024-11-08T20:00:00Z,search,mobile
12260,9013,2025-07-23T11:00:00Z,newsletter,mobile
12261,9773,2025-03-11T04:00:00Z,search,mobile
12262,4335,2024-09-15T05:00:00Z,newsletter,mobile
12263,3790,2025-12-27T00:00:00Z,newsletter,mobile
12264,1661,2025-04-29T07:00:00Z,search,mobile
12265,3044,2025-04-11T01:00:00Z,social,mobile
12266,3506,2024-07-23T07:00:00Z,social,desktop
12267,503,2024-02-12T02:00:00Z,direct,desktop
12268,6050,2024-10-09T02:00:00Z,search,mobile
12269,899,2024-09-23T17:00:00Z,social,desktop
12270,2168,2025-05-03T23:00:00Z,direct,desktop
12271,6491,2024-07-13T08:00:00Z,direct,desktop
12272,3241,2025-03-12T15:00:00Z,direct,desktop
12273,5778,2025-12-05T22:00:00Z,direct,desktop
12274,6013,2025-05-15T20:00:00Z,direct,mobile
12275,8849,2024-11-14T02:00:00Z,direct,mobile
12276,2789,2024-11-16T08:00:00Z,social,desktop
12277,4808,2025-09-01T01:00:00Z,search,desktop
12278,1896,2025-09-21T14:00:00Z,direct,mobile
12279,8977,2024-07-18T15:00:00Z,newsletter,desktop
12280,6812,2024-11-15T16:00:00Z,social,desktop
12281,8101,2025-10-14T20:00:00Z,social,desktop
12282,9996,2024-06-08T05:00:00Z,direct,mobile
12283,9158,2025-03-10T21:00:00Z,search,desktop
12284,2161,2025-04-19T16:00:00Z,direct,mobile
12285,5806,2025-04-09T01:00:00Z,newsletter,desktop
12286,4159,2024-10-14T12:00:00Z,direct,desktop
12287,7966,2025-07-24T12:00:00Z,newsletter,mobile
12288,278,2024-12-12T15:00:00Z,direct,desktop
12289,5042,2024-12-05T06:00:00Z,direct,mobile
12290,3417,2025-02-04T12:00:00Z,newsletter,mobile
12291,8314,2025-12-29T19:00:00Z,search,mobile
12292,8172,2024-09-30T17:00:00Z,social,desktop
12293,7310,2024-06-14T03:00:00Z,search,mobile
12294,9383,2024-04-23T07:00:00Z,direct,mobile
12295,8657,2024-06-14T13:00:00Z,social,mobile
12296,2090,2025-12-01T23:00:00Z,social,mobile
12297,2844,2025-10-22T21:00:00Z,newsletter,mobile
12298,7425,2024-10-10T19:00:00Z,direct,mobile
12299,6376,2024-04-01T07:00:00Z,direct,desktop
12300,7149,2025-09-09T18:00:00Z,newsletter,desktop
12301,6081,2025-08-19T08:00:00Z,social,mobile
12302,3503,2024-10-11T13:00:00Z,direct,desktop
12303,6971,2024-02-29T11:00:00Z,newsletter,desktop
12304,2592,2025-01-02T10:00:00Z,direct,mobile
12305,391,2024-02-26T17:00:00Z,direct,mobile
12306,4597,2025-04-03T01:00:00Z,direct,mobile
12307,5540,2024-03-05T15:00:00Z,search,desktop
12308,5340,2025-05-19T05:00:00Z,newsletter,desktop
12309,8208,2025-01-22T09:00:00Z,search,mobile
12310,1198,2025-11-04T01:00:00Z,social,mobile
12311,9836,2025-10-04T19:00:00Z,direct,desktop
12312,1240,2025-12-09T15:00:00Z,newsletter,desktop
12313,5575,2025-05-22T06:00:00Z,search,mobile
12314,1284,2025-03-04T11:00:00Z,direct,desktop
12315,2282,2025-04-06T03:00:00Z,search,desktop
12316,9020,2025-01-21T18:00:00Z,newsletter,mobile
12317,8354,2024-03-14T07:00:00Z,social,desktop
12318,3607,2024-06-21T18:00:00Z,social,desktop
12319,1248,2025-12-06T04:00:00Z,direct,mobile
12320,2292,2024-05-15T06:00:00Z,newsletter,mobile
12321,6076,2025-02-14T01:00:00Z,social,desktop
12322,9050,2025-11-04T05:00:00Z,newsletter,desktop
12323,378,2024-07-25T00:00:00Z,search,mobile
12324,4401,2025-05-13T10:00:00Z,newsletter,desktop
12325,4116,2025-01-12T06:00:00Z,social,desktop
12326,1135,2024-08-25T22:00:00Z,newsletter,desktop
12327,2754,2025-10-17T05:00:00Z,social,desktop
12328,7159,2024-03-25T15:00:00Z,direct,desktop
